,url,year
4502,advandeo.com,7
4503,www.netzeffekt.de,0
4504,zighzag.com,2
4505,www.channelsight.com,8
4506,ozoneproject.com,9
4507,kayzen.io,0
4508,jampp.com,0
4509,smartyads.com,0
4510,www.innity.com,0
4511,uprival.com,0
4512,tealium.com,13
4513,near.co,0
4514,www.addefend.com,7
4515,www.alliancegravity.com,3
4516,www.chargeplatform.com,0
4517,xmode.io,0
4518,www.runads.com,0
4519,rgpd-smartclip.com,2
4520,legal.trendstream.net,0
4521,densou.dk,6
4522,www.kochava.com,0
4523,www.makethunder.com,5
4524,www.videmob.com,0
4525,www.videoreach.de,0
4526,smart-traffik.io,4
4527,www.reignn.com,0
4528,www.rippll.com,12
4529,adhese.com,0
4530,v3.adhood.com,14
4531,www.iubenda.com,10
4532,www.rms.de,0
4533,drbanner.com,20
4534,www.drawbridge.com,0
4535,www.cheq.ai,0
4536,viewpay.tv,6
4537,www.jointag.com,15
4538,www.cpex.cz,7
4539,www.otto.de,0
4540,www.kairosfire.com,5
4541,www.pg.com,0
4542,www.sourcepoint.com,22
4543,www.localsensor.com,0
4544,mairdumont-netletix.com,3
4545,goldbach.com,0
4546,datmean.com,5
4547,www.realeyesit.com,0
4548,www.mobilewalla.com,0
4549,www.audio-cc.com,0
4550,www.insurads.com,2
4551,www.startapp.com,0
4552,privacy-policy.colpirio.com,0
4553,corp.bandsintown.com,15
4554,betterbanners.com,0
4555,dynamic-tracking.com,4
4556,privacy.webads.eu,0
4557,maximusx.com,0
4558,www.teamjoin.fr,4
4559,impactify.io,0
4560,www.newsandmedia.sk,5
4561,adsafety.net,6
4562,www.adnami.io,3
4563,consumable.com,0
4564,www.mrpfd.com,0
4565,www.adsolutions.com,0
4566,www.ucfunnel.com,0
4567,www.predic.io,3
4568,adagio.io,2
4569,www.getblue.io,3
4570,azerion.com,4
4571,www.seznam.cz,24
4572,panel.norstat.dk,18
4573,adprimehealth.com,0
4574,www.lotame.com,0
4575,www.beintoo.com,0
4576,www.capitaldata.fr,11
4577,www.maximiles.com,0
4578,www.tappx.com,0
4579,contactimpact.de,0
4580,hivestack.com,0
4581,relay42.com,0
4582,www.d-edge.com,7
4583,www.passendo.com,0
4584,www.gamoshi.com,0
4585,www.smilewanted.com,0
4586,www.webmediarm.com,8
4587,www.ve.com,0
4588,www.finect.com,0
4589,smartmeapp.com,7
4590,adserve.zone,6
4591,www.dailymotion.com,0
4592,www.skaze.fr,4
4593,notify-group.com,6
4594,www.truedata.co,0
4595,www.adup-tech.com,5
4596,www.graphinium.com,0
4597,www2.rampanel.com,19
4598,www.contentignite.com,0
4599,www.mcsaatchiplc.com,0
4600,www.gsi-one.org,4
4601,www.sportradar.com,22
4602,soundcast.fm,0
4603,www.digitaleast.mobi,3
4604,www.cognitivemarketing.tid.es,0
4605,beop.io,2
4606,www.mobsuccess.com,0
4607,bliink.io,0
4608,liftoff.io,8
4609,www.whatrocks.co,0
4610,www.timehop.com,0
4611,www.durationmedia.net,0
4612,instreamatic.com,5
4613,www.businessclick.com,19
4614,www.undertone.com,22
4615,www.cedato.com,5
4616,www.programattik.com,5
4617,www.admarketplace.com,0
4618,casino.mindthebet.co.uk,15
4619,audigent.com,0
4620,www.adtonos.com,0
4621,www.bluebillywig.com,0
4622,www.themediagrid.com,0
4623,arkeero.com,0
4624,missena.com,0
4625,go.pl,16
4626,www.lifesight.io,3
4627,www.adways.com,0
4628,vrtcal.com,0
4629,www.mytraffic.io,5
4630,adality.de,0
4631,byinspired.com,2
4632,www.effiliation.com,21
4633,www.kwanko.com,0
4634,www.bidberrymedia.com,0
4635,dataseat.com,0
4636,www.onaudience.com,5
4637,dugout.com,0
4638,www.enterprise.noddus.com,0
4639,www.en.audiencenetwork.pl,6
4640,appconsent.io,2
4641,aax.media,3
4642,axonix.com,0
4643,www.oan.pl,12
4644,www.dentsuaegisnetwork.com,0
4645,www.engageya.com,0
4646,en.betweenx.com,4
4647,www.appier.com,0
4648,www.wp.pl,22
4649,pogoda.wp.pl,22
4650,poczta.wp.pl,22
4651,pilot.wp.pl,22
4652,tv.wp.pl,22
4653,parenting.pl,13
4654,ranking.abczdrowie.pl,12
4655,portal.abczdrowie.pl,12
4656,zywienie.abczdrowie.pl,12
4657,fitness.wp.pl,22
4658,uroda.abczdrowie.pl,12
4659,leki.abczdrowie.pl,12
4660,kuchnia.wp.pl,22
4661,tech.wp.pl,22
4662,komorkomania.pl,13
4663,fotoblogia.pl,12
4664,gadzetomania.pl,14
4665,gry.wp.pl,22
4666,www.dobreprogramy.pl,17
4667,www.money.pl,19
4668,finanse.wp.pl,22
4669,msp.money.pl,19
4670,prawo.money.pl,19
4671,agrobiznes.money.pl,19
4672,sportowefakty.wp.pl,22
4673,fantasyliga.wp.pl,22
4674,sportowybar.wp.pl,22
4675,dom.wp.pl,22
4676,facet.wp.pl,22
4677,kafeteria.pl,19
4678,kobieta.wp.pl,22
4679,ksiazki.wp.pl,22
4680,film.wp.pl,22
4681,gwiazdy.wp.pl,22
4682,pudelek.pl,15
4683,teleshow.wp.pl,22
4684,horoskop.wp.pl,22
4685,autokult.pl,14
4686,autocentrum.pl,21
4687,moto.wp.pl,22
4688,www.autocentrum.pl,21
4689,e.autokult.pl,14
4690,www.pudelek.pl,15
4691,turystyka.wp.pl,22
4692,www.wakacje.pl,22
4693,www.nocowanie.pl,16
4694,wiadomosci.wp.pl,22
4695,radar.wp.pl,22
4696,domodi.pl,10
4697,morizon.wp.pl,22
4698,kuponyrabatowe.wp.pl,22
4699,foto.wp.pl,22
4700,wawalove.wp.pl,22
4701,www.o2.pl,21
4702,so-magazyn.pl,1
4703,wideo.wp.pl,0
4704,direct.money.pl,19
4705,www.easygo.pl,15
4706,centralagier.wp.pl,22
4707,pp.funhub.pl,11
4708,lp.drakensang.com,14
4709,track.wg-aff.com,0
4710,reklama.wp.pl,22
4711,video.wp.pl,22
4712,www.mercadolibre.com.ar,0
4713,home.mercadolibre.com.ar,0
4714,vender.mercadolibre.com.ar,0
4715,myaccount.mercadolibre.com.ar,0
4716,qr.afip.gob.ar,0
4717,ideas.mercadolibre.com,0
4718,tendencias.mercadolibre.com.ar,0
4719,www.mercadopago.com.ar,0
4720,www.mercadoshops.com.ar,0
4721,envios.mercadolibre.com.ar,0
4722,publicidad.mercadolibre.com.ar,0
4723,www.mercadolibre.com,0
4724,mashable.com,0
4725,feeds.mashable.com,0
4726,www.j2global.com,20
4727,jobs.mashable.com,0
4728,in.mashable.com,0
4729,me.mashable.com,0
4730,sea.mashable.com,0
4731,www.stumbleupon.com,0
4732,m.cricbuzz.com,0
4733,timesofindia.indiatimes.com,0
4734,navbharattimes.indiatimes.com,0
4735,www.free.fr,21
4736,portail.free.fr,21
4737,webmail.free.fr,21
4738,subscribe.free.fr,21
4739,free.fr,21
4740,mobile.free.fr,21
4741,signup.free.fr,21
4742,assistance.free.fr,21
4743,adsl.free.fr,21
4744,www.iliad.fr,21
4745,free.r,0
4746,music.amazon.ca,20
4747,accelerator.amazon.ca,20
4748,associates.amazon.ca,0
4749,advertising.amazon.ca,20
4750,cars.ebay.com.au,0
4751,signin.ebay.com.au,0
4752,reg.ebay.com.au,0
4753,my.ebay.com.au,0
4754,mesg.ebay.com.au,0
4755,cart.payments.ebay.com.au,0
4756,deals.ebay.com.au,0
4757,pages2.ebay.com.au,0
4758,charity.ebay.com.au,0
4759,stores.ebay.com.au,0
4760,sellercentre.ebay.com.au,0
4761,www.gumtree.com.au,0
4762,www.ebaycommercenetwork.com,0
4763,www.stubhub.com.au,0
4764,media.ebay.com.au,0
4765,cc.ebay.com.au,0
4766,pages.ebay.com.au,0
4767,community.ebay.com.au,0
4768,www.eastday.com,0
4769,dangjian.eastday.com,0
4770,news.eastday.com,0
4771,shzw.eastday.com,0
4772,pinglun.eastday.com,0
4773,sh.eastday.com,0
4774,city.eastday.com,0
4775,world.eastday.com,0
4776,china.eastday.com,0
4777,enjoy.eastday.com,0
4778,finance.eastday.com,0
4779,imedia.eastday.com,0
4780,mini.eastday.com,0
4781,sports.eastday.com,0
4782,history.eastday.com,0
4783,lysh.eastday.com,0
4784,panorama.eastday.com,0
4785,mil.021east.com,5
4786,photo.eastday.com,0
4787,auto.eastday.com,0
4788,people.eastday.com,0
4789,www.shzfzz.net,11
4790,gov.eastday.com,0
4791,c.eastday.com,0
4792,www.sh.com.cn,15
4793,edu.eastday.com,0
4794,health.eastday.com,0
4795,shfda.eastday.com,0
4796,shcci.eastday.com,0
4797,game.eastday.com,0
4798,usa.eastday.com,0
4799,me.eastday.com,0
4800,canada.eastday.com,0
4801,www.sh.gov.cn,19
4802,www.spcsc.sh.cn,23
4803,shszx.eastday.com,0
4804,www.shtzb.org.cn,11
4805,liuxue.eastday.com,0
4806,whlyj.sh.gov.cn,19
4807,shfao.eastday.com,0
4808,jcw.eastday.com,0
4809,sjj.eastday.com,0
4810,life.eastday.com,0
4811,kpdjt.eastday.com,0
4812,www.shwenyi.com.cn,15
4813,www.tap2goodlife.com,1
4814,www.scf.org.cn,16
4815,www.shzgh.org,18
4816,www.shwomen.org,14
4817,wza.wdit.com.cn,10
4818,www.credit021.net,0
4819,jiaju.eastday.com,0
4820,jsf.eastday.com,0
4821,www.shshjs.gov.cn,8
4822,kid.eastday.com,0
4823,www.smwhj.org.cn,3
4824,www.shjcdj.cn,13
4825,dj.shxc.gov.cn,5
4826,www.ccphistory.org.cn,0
4827,zscq.eastday.com,0
4828,xz.eastday.com,0
4829,qiye.eastday.com,0
4830,news.021east.com,5
4831,n.eastday.com,0
4832,v.eastday.com,0
4833,www.jiading.gov.cn,20
4834,dev.odb.sh.cn,20
4835,www.chinaso.com,18
4836,www.soweather.com,14
4837,devjava.odb.sh.cn,20
4838,css.sh.gov.cn,19
4839,www.shjxdw.cn,11
4840,www.shjgdj.gov.cn,12
4841,www.shanghaiql.org,14
4842,obridge.eastday.com,0
4843,www.shzgd.org,12
4844,www.dfxj.gov.cn,15
4845,www.cwi.org.cn,22
4846,www.cwikids.org,17
4847,www.shzgkc.org,0
4848,www.sfs-cn.com,0
4849,www.sh-aiguo.gov.cn,16
4850,www.shekebao.com.cn,12
4851,www.china-sorsa.org,19
4852,www.shcdf.org,20
4853,www.shtong.gov.cn,19
4854,www.n4a.cn,16
4855,www.51ldb.com,0
4856,www.shanghai-taiwan.org,22
4857,hsfx.eastday.com,0
4858,www.bzgyq.com,7
4859,www.shhjyg.com,4
4860,shptnews.eastday.com,0
4861,english.eastday.com,0
4862,www.visitshanghai.com.cn,1
4863,www.shpt.gov.cn,14
4864,www.shyp.gov.cn,17
4865,www.shbsq.gov.cn,13
4866,www.jinshan.gov.cn,16
4867,www.fengxiannet.com,10
4868,mzj.sh.gov.cn,19
4869,shio.eastday.com,0
4870,shbmj.eastday.com,0
4871,show.eastday.com,0
4872,tousu.eastday.com,0
4873,society.eastday.com,0
4874,citynews.eastday.com,0
4875,www.91985.com,0
4876,artshow.eastday.com,0
4877,sh.xinhuanet.com,0
4878,xiongmao.tmall.com,23
4879,detail.tmall.com,23
4880,yingtaoqiulingjiuzhuang.tmall.com,23
4881,mall.jd.com,0
4882,overseas.eastday.com,0
4883,listen.021east.com,5
4884,yidaiyilu.eastday.com,0
4885,happychunjie.eastday.com,0
4886,www.eastdaybar.com,17
4887,www.e-community.com.cn,16
4888,www.odb.sh.cn,20
4889,www.eastdaymedia.com.cn,6
4890,eastday.com,0
4891,hb.dzwww.com,0
4892,www.jxnews.com.cn,18
4893,zt.voc.com.cn,16
4894,www.jiaodong.net,0
4895,cq.cqnews.net,20
4896,shurufa.eastday.com,0
4897,www.sina.com.cn,22
4898,www.qq.com,0
4899,www.ifeng.com,0
4900,www.21cn.com,0
4901,www.online.sh.cn,23
4902,tianqi.eastday.com,0
4903,www.cdqss.com,14
4904,www.shanghaidaily.com,0
4905,www.cac.gov.cn,0
4906,www.kankannews.com,11
4907,www.jwview.com,0
4908,www.xfrb.com.cn,18
4909,i1.eastday.com,0
4910,www.zx110.org,0
4911,wap.eastday.com,0
4912,avclub.com,21
4913,deadspin.com,0
4914,gizmodo.com,0
4915,jalopnik.com,0
4916,jezebel.com,0
4917,kotaku.com,0
4918,lifehacker.com,0
4919,theroot.com,0
4920,thetakeout.com,0
4921,clickhole.com,11
4922,theonion.com,25
4923,io9.gizmodo.com,0
4924,earther.gizmodo.com,0
4925,paleofuture.gizmodo.com,0
4926,kinja.com,0
4927,kinjadeals.theinventory.com,19
4928,www.theroot.com,0
4929,www.latimes.com,0
4930,apnews.com,29
4931,g-omedia.com,0
4932,www.theverge.com,0
4933,auth.voxmedia.com,0
4934,www.voxmedia.com,0
4935,www.polygon.com,0
4936,status.voxmedia.com,0
4937,jobs.voxmedia.com,0
4938,www.dcinside.com,20
4939,search.dcinside.com,0
4940,mobile.dcinside.com,20
4941,gall.dcinside.com,20
4942,game.dcinside.com,20
4943,enter.dcinside.com,20
4944,sports.dcinside.com,20
4945,edu.dcinside.com,20
4946,travel.dcinside.com,0
4947,hobby.dcinside.com,20
4948,gallog.dcinside.com,20
4949,dcnewsj.joins.com,0
4950,event.dcinside.com,20
4951,mall.dcinside.com,20
4952,wiki.dcinside.com,0
4953,dcid.dcinside.com,20
4954,nstatic.dcinside.com,20
4955,www.billdesk.com,20
4956,payments.billdesk.com,20
4957,www.ci123.com,16
4958,www.hespress.com,13
4959,fr.hespress.com,13
4960,www.exoclick.com,0
4961,www.theadditive.tv,0
4962,docs.exads.com,0
4963,admin.exoclick.com,0
4964,www.hola.com,25
4965,suscripciones.hola.com,25
4966,cocinayrecetas.hola.com,25
4967,www.tuotrodiario.com,0
4968,bodas.hola.com,25
4969,fashion.hola.com,25
4970,premiosgoya.hola.com,0
4971,blog-static.hola.com,25
4972,blog.hola.com,25
4973,lookandfashion.hola.com,25
4974,deporteysalud.hola.com,25
4975,mascotas.hola.com,25
4976,hoteles.hola.com,25
4977,fashionweek.hola.com,25
4978,contacto.hola.com,25
4979,mx.hola.com,25
4980,us.hola.com,25
4981,www.hellomagazine.com,23
4982,ca.hellomagazine.com,23
4983,ru.hellomagazine.com,23
4984,th.hellomagazine.com,23
4985,gr.hellomagazine.com,23
4986,uk.hellotv.com,0
4987,www.hellotv.com,0
4988,holaes.tumblr.com,0
4989,oscars.hola.com,25
4990,decoideas.hola.com,25
4991,ad.doubleclick.net,0
4992,vk.me,11
4993,indianexpress.com,0
4994,tamil.indianexpress.com,0
4995,bengali.indianexpress.com,0
4996,malayalam.indianexpress.com,0
4997,www.jansatta.com,0
4998,www.loksatta.com,0
4999,www.indianexpress.com,0
5000,epaper.indianexpress.com,0
5001,indianexpress.tumblr.com,0
5002,expressgroup.indianexpress.com,0
5003,www.financialexpress.com,0
5004,www.inuth.com,0
5005,rngfoundation.com,0
5006,subscribe.indianexpress.com,0
5007,cidian.youdao.com,18
5008,kiddict.youdao.com,18
5009,speak.youdao.com,18
5010,ke.youdao.com,18
5011,fanyiguan.youdao.com,18
5012,recite.youdao.com,18
5013,note.youdao.com,18
5014,co.youdao.com,18
5015,zhushou.huihui.cn,14
5016,store.youdao.com,18
5017,dsp.youdao.com,18
5018,ai.youdao.com,0
5019,www.youdao.com,18
5020,www.huihui.cn,14
5021,f.youdao.com,18
5022,youdao.com,18
5023,fanyi.youdao.com,18
5024,dict.youdao.com,18
5025,pdf.youdao.com,18
5026,xue.youdao.com,18
5027,ir.youdao.com,18
5028,i.youdao.com,18
5029,techblog.youdao.com,18
5030,campus.youdao.com,18
5031,shared.youdao.com,18
5032,www.state.gov,0
5033,policy.state.gov,0
5034,fam.state.gov,0
5035,eforms.state.gov,0
5036,history.state.gov,0
5037,register.state.gov,0
5038,www.usembassy.gov,0
5039,careers.state.gov,0
5040,diplomaticrooms.state.gov,0
5041,diplomacy.state.gov,0
5042,art.state.gov,0
5043,blogs.state.gov,0
5044,video.state.gov,0
5045,travel.state.gov,0
5046,exchanges.state.gov,0
5047,eca.state.gov,0
5048,ir.usembassy.gov,0
5049,china.usembassy-china.org.cn,22
5050,ve.usembassy.gov,0
5051,www.whitehouse.gov,0
5052,www.stateoig.gov,0
5053,foia.state.gov,0
5054,namu.wiki,5
5055,board.namu.wiki,5
5056,namu.live,0
5057,forum.theseed.io,4
5058,www.bhaskar.com,22
5059,epaper.bhaskar.com,22
5060,www.divyabhaskar.co.in,17
5061,divyamarathi.bhaskar.com,22
5062,www2.bhaskar.com,22
5063,money.bhaskar.com,22
5064,bhaskareducation.com,0
5065,www.homeonline.com,22
5066,www.myfmindia.com,14
5067,investor.bhaskarnet.com,0
5068,magazine-promoluiza.com,0
5069,cheesecakedreamations.com,0
5070,au-ok.com,0
5071,nttdocomo-ok.com,0
5072,liquidacaoemjaneiro.com,0
5073,msizartech.co.za,0
5074,www.kev.si,14
5075,kisimanischool.com,3
5076,soggerfpt.com,0
5077,appgestao874-com-br.umbler.net,6
5078,oferta-relampago.net,0
5079,autorizador5.com.br,0
5080,milhas-janeiro2020.com.br,0
5081,laruchesportive.ch,0
5082,www.rocketagencia.com,4
5083,rocketagencia.com,4
5084,ofertadoano10-com-br.umbler.net,6
5085,104.41.45.7,0
5086,218.223.68.34.bc.googleusercontent.com,0
5087,magazinenovo.com,0
5088,magazineluizahtjaneiro.net,0
5089,lojamagaluliquidacao.com,0
5090,megaofertamagaluiza.com,0
5091,www.marvelstudyabroad.com,1
5092,zerajaneiro.com,0
5093,acessaacount.com,0
5094,apenasparateste.000webhostapp.com,4
5095,sac-personalizado.000webhostapp.com,4
5096,appgestao592-com-br.umbler.net,6
5097,smarttvempromo-com.umbler.net,6
5098,purchasetroubled.co.kr,0
5099,159.100.247.229,0
5100,bit.do,9
5101,yawhoosupportplus.000webhostapp.com,4
5102,universityfire.co.kr,0
5103,autotitlepawn.xyz,0
5104,itau.seuatendimento.com,0
5105,zonehmirrors.org,0
5106,magazineluizahtjaneiro.com,0
5107,eletromix-2020.com,0
5108,pontossemprepresente.com,0
5109,0neofonedlive.freedynamicdns.net,7
5110,www-o8ikjlmbfouj1lyvrdj-ml.000webhostapp.com,4
5111,www.eletromix-2020.com,0
5112,collage.hr,4
5113,ofertas10-online.umbler.net,6
5114,imf-certificate.site,0
5115,www.suasmilhas.com,0
5116,acesignsolution.xyz,0
5117,tustadoowe.com,0
5118,webportalbogotapersonal.com,0
5119,www-safety77help-center.000webhostapp.com,4
5120,adv-repair-16568020.16mb.com,0
5121,luxuaoextreme-com.umbler.net,6
5122,purchasepropelle.co.kr,0
5123,www.mywalletether.com,1
5124,eb5social.com,3
5125,cef.br.com,0
5126,help42111.000webhostapp.com,4
5127,sourcefabrics.co.za,0
5128,www.taraphilippines.com,4
5129,theranch.me,0
5130,vocespediram2020.com,0
5131,itoken-gerenciamento.com,0
5132,ltaumobile.mobileacessar.club,0
5133,service-confirmation.vitamins4living.net,11
5134,www.expresswaysuite.icu,0
5135,dmall.com.br,0
5136,alliedgraniteworks.com,0
5137,russianmailer.000webhostapp.com,4
5138,pippistockham.net,0
5139,classofsounds.com,1
5140,4k-magazineluiza.myvnc.com,0
5141,redirecion.dyndns.biz,0
5142,horsespirit.ch,0
5143,produto83972827.com,0
5144,089076019574878-dot-ewa-lkh-bdj.appspot.com,0
5145,biharsteeludyog.in,1
5146,nakagawamoveis.com.br,0
5147,bbfinanceirov2.sytes.net,0
5148,stadsbakkerijdediamantenring.nl,0
5149,magazine-luizaoferta.com,0
5150,magazineluizaoferta.com,0
5151,ofertas-relampago.com,0
5152,fpperformingap.co,0
5153,magalumesnovas.black,0
5154,itau-app.tk,0
5155,www.actualisatie.nlbankgroep.web4638.cweb02.gamingweb.de,0
5156,regularizacomclientes.com,0
5157,aportepersonas.contactopersonas.website,0
5158,au-oj.com,0
5159,nttdocomo-oj.com,0
5160,weekendsinthecountryradio.com,0
5161,intermico.ru,11
5162,semprepresenteportal.com,0
5163,colfinews.com,0
5164,www.valeriaalquileres.com.ar,0
5165,valeriaalquileres.com.ar,0
5166,4k-magazineluiza.ddns.net,0
5167,speed-dating.it,14
5168,blog.incrediblesafety.com,0
5169,itoken-itau.ml,0
5170,inforado.ru,3
5171,www.jp-bank-japanpos-jp.com,0
5172,myetherwallet.com-etherscan-transaction.pro,1
5173,onlycusco.com,3
5174,20.36.38.70,0
5175,maravilhasdejaneiro.com,0
5176,35.202.135.119,0
5177,bcpzonasequrabeta-viabcp.me,0
5178,informesbcp.net,0
5179,rickson.com.br,0
5180,carbatterydubai.com,1
5181,storage.googleapis.com,0
5182,icaigurugram.org,1
5183,jppost-cdu.top,1
5184,pocztexpolska-24.net,0
5185,aktywacja802.16mb.com,0
5186,polska32.16mb.com,0
5187,pahav.com,0
5188,magazinejaneiro.black,0
5189,421741794567561-dot-neh-kco-hqu.appspot.com,0
5190,banking-nab.com.au,0
5191,magazineluizaparavoce.com,0
5192,mushanna.com,3
5193,brookefords.buzz,0
5194,coxadminhometeam.moonfruit.com,21
5195,130097880-427789851941116712.preview.editmysite.com,21
5196,fbpages.com.102176889.gen.in,0
5197,xn--magazneluiza-wfb.com,0
5198,slic.com.br,0
5199,34.70.185.8,0
5200,assalweb.org,20
5201,services.runescape.com-en.ru,1
5202,chicoplaylist.com,0
5203,em.data-marketing.services,3
5204,caririgas.com.br,0
5205,USTOMEROKOLUR.WEBSITE,0
5206,funon2090.com,1
5207,mproano.formstack.com,10
5208,vrfy.vps100740.mylogin.co,10
5209,jdrnfg.com,1
5210,bethesdaalur.org,0
5211,reliantrealestate.com,0
5212,www.maquinasmarcolin.com.br,0
5213,au-oh.com,0
5214,spycamcctv.net,0
5215,pagtodahora.joomla.com,0
5216,amercnbofausa.webcindario.com,0
5217,magazineluizahow.com,0
5218,magazineluizawow.com,0
5219,clothinghub1.in,1
5220,icloud.com.verify-identity.live,0
5221,pro-coins.asia,0
5222,via-bcp.com2424-support84n0.com,0
5223,160.114.188.35.bc.googleusercontent.com,0
5224,harmonygwalior.com,0
5225,ib.nab.com.au.digimaria.com,2
5226,aramarionovo.com,0
5227,misterpincredem.info,0
5228,redirecion.mine.nu,0
5229,bancasdebogotapersona.com,0
5230,itau.resgatemilhas.club,0
5231,janeiroemliquidacao.com,0
5232,35.188.114.160,0
5233,app-itau.tk,0
5234,it-suporte-2020-cf.umbler.net,6
5235,itsemprepresente.com,1
5236,alibaba.vritta.in,5
5237,acc1-paypal.com,0
5238,onmicrosoft-log.dns.navy,0
5239,a2plvcpnl168516.prod.iad2.secureserver.net,0
5240,asmericas-online.umbler.net,6
5241,bayerheritage.payrollhub.org,0
5242,hotm.art,0
5243,www.rakuten.co.jp.ra830e0962fc711bdcd.info,0
5244,services.runescape.com-un.ru,1
5245,enrouteasiaholidays.com,4
5246,viabcp.com.hohvipad.org,0
5247,maxmyfinancegroup.in,1
5248,gfaduyg.com,1
5249,agrifeed-es.com,0
5250,melhor-2020.com,0
5251,www.nhbrc.org.za,0
5252,acacuksuke.airplanesplus.com,0
5253,nubank-authenticator.com,0
5254,nubankcontadigital.com,0
5255,nubank-online.com,0
5256,www.acesso-seguro-mobile.com,0
5257,suporteitau.com,0
5258,www.kopris-services.se,6
5259,credicard-planos.tk,0
5260,tnrforeigntrade.com,8
5261,magazin122.sslblindado.com,0
5262,www.pucp.edu.pe,0
5263,melhoresfazlu.com,0
5264,sparkasse-norske.net,0
5265,iutdigne.free.fr,21
5266,canalshipping.net,0
5267,whatsap-bokep.myz.info,19
5268,cpiedu.vn,0
5269,video.emadras.ir,0
5270,laokonsin.cn,1
5271,brianspoems.com,0
5272,cum4ari.com,0
5273,issacmooreswus.com,0
5274,msp-iledefrance.fr,2
5275,operamud.com,6
5276,gestionweb.es,0
5277,www.alibaba.vritta.in,5
5278,maps.icloud.comapple.live,0
5279,pubgclaimevent.com,1
5280,webmail.caminosbanco.com,0
5281,mail.caminosbanco.com,0
5282,pecasnovas.com,0
5283,docomot.com,0
5284,magazineofertashoje.com,0
5285,2020mglu.com,0
5286,210.57.89.34.bc.googleusercontent.com,0
5287,34.70.109.189,0
5288,www.exito.givemdiscount.com,0
5289,bonusnewyear.ru,0
5290,magazineluizaparavoce.hol.es,0
5291,earnonline.cc,1
5292,linktree.matomo.cloud,0
5293,stratcomdesign.com,9
5294,services.runescape.com-cd.top,0
5295,senuksacuukuac.shadygroveumchurch.com,0
5296,www.thetips.vn,0
5297,rolanddesnouveaux.wixsite.com,0
5298,boascomprasdomes.com,0
5299,mbalys.com,1
5300,chefmarston.com,0
5301,amcrishikesh.com,0
5302,localbitcoins.run,0
5303,americnasexpsecretahoje-com.umbler.net,6
5304,thepcdepot.com.mx,10
5305,au-og.com,0
5306,atualizaadatos.webcindario.com,19
5307,maistudoprasuacasaechacaras-com.umbler.net,6
5308,jnzta.app.link,5
5309,grupoypersonascolombia.com,0
5310,mail.liquidamagalulojas.com,0
5311,acaoanimal.org.br,0
5312,raku2020.com,0
5313,minhabv.appseguranca.online,1
5314,fb.com87686-pages-75889-item3344.xyz,0
5315,www.apple.ins.rwdks.cn,0
5316,game2mena.com,0
5317,queimatotaljaneirovoucher-ml.umbler.net,6
5318,paypal.login-user-839.com,0
5319,ofertasjaneirovoucher-online.umbler.net,6
5320,paypal-kundenservice.de,0
5321,icloud.com.support.apple.en-us-ht6567899300.xyz,0
5322,cvputrapratama.id,2
5323,verifikasi34.webnode.com,0
5324,mahmoudghoneim.com,5
5325,magazpromocao28389238-me.umbler.net,6
5326,tajiaprinters.com,1
5327,www.dofus.com.ro,0
5328,killcup.fun,0
5329,104.244.76.33,0
5330,m.facebook.com.p0liciesupdate.102176889.gen.in,0
5331,babyone.kg,1
5332,ofertasdodiahj.site,0
5333,marktplaatsaccountcontrole.coolpage.biz,13
5334,account-update.amazon.co.jp.anazom1kjhknb23sxcaaxm.buzz,0
5335,u534342ox0.ha003.t.justns.ru,6
5336,portalen.fumn.no,7
5337,apolytrosis.gr,0
5338,papaya658691.brizy.site,0
5339,u570832w02.ha003.t.justns.ru,6
5340,asu2uii898.linkpc.net,12
5341,alternateangle.in,8
5342,www.maps.icloud.comapple.top,1
5343,192.185.129.96,0
5344,paginaswebnilmark.com,5
5345,www.com-evngjbvqao.tekhencorp.com,0
5346,www.support.facebook.com-evngjbvqao.tekhencorp.com,0
5347,amphorapack.com,13
5348,disastersupplies.asia,0
5349,itoken-ltau.tk,0
5350,www.com-jagex-secured.info,1
5351,com-jagex-secured.info,1
5352,triestphotographic.com,19
5353,34.89.57.210,0
5354,158.197.95.34.bc.googleusercontent.com,0
5355,34.95.197.158,0
5356,skinurban.fun,0
5357,skinkringe.fun,0
5358,skingarry.fun,0
5359,skincommin.fun,0
5360,stgeorgedivinitycollege.com,5
5361,homs.cf,0
5362,assaabloyentrance.ir,0
5363,rayoweb.ir,0
5364,www.threeinfos.com,0
5365,royalhometouchhotels.com,0
5366,services.runescape.com-gv.top,0
5367,augusthus.com.br,0
5368,stem5.com,0
5369,u569752vtq.ha003.t.justns.ru,6
5370,83exclusive.com,1
5371,kd-vrn.ru,8
5372,pravoce-ativar-com-br.umbler.net,6
5373,acewebx.com,2
5374,stuffgolden.top,1
5375,test2proof.webcindario.com,0
5376,digital4n6journal.com,0
5377,landingatthelake.com,7
5378,investwithstephen.com,0
5379,pindroptheatre.com,0
5380,minutemanarmament.com,5
5381,der-weinberater.com,14
5382,alps-mfg.com,0
5383,secure.runescape.com-gk.best,0
5384,oferta-especial.net,0
5385,alkamal-limited.com,0
5386,centraldeatendimento-app-way.jdevcloud.com,0
5387,secure.runescape.com-rune.me,0
5388,jagexgames.com,0
5389,www.absagrouponline.com,1
5390,34.67.50.150,0
5391,150.50.67.34.bc.googleusercontent.com,0
5392,bionaction.com.br,0
5393,www.josueizagirre.com,0
5394,scb.standardsecured.com,1
5395,sh199811.website.pl,18
